base_price,competitor_price,demand,stock,is_holiday,target_price
499.01,513.94,0.4,187,0,485.88
489.84,502.9,0.34,158,1,498.54
473.8,493.8,0.62,165,0,464.84
80.77,79.06,0.25,166,0,69.48
195.93,208.49,0.7,179,0,208.3
56.07,72.09,0.69,76,0,65.71
316.88,308.53,0.44,74,0,315.78
109.09,122.02,0.5,151,0,112.17
219.7,228.01,0.81,163,1,237.83
53.77,55.71,0.46,98,1,54.71
93.89,99.25,0.16,17,0,95.24
196.23,190.35,0.58,11,0,202.41
377.45,376.74,0.42,75,0,380.55
348.9,363.35,0.75,82,1,401.5
456.53,438.71,0.42,88,0,452.22
307.83,310.82,0.65,187,0,298.1
434.69,444.37,0.23,179,0,388.95
375.61,382.43,0.26,123,0,350.15
476.95,473.74,0.14,189,0,426.39
94.51,81.46,0.54,78,0,89.46
136.36,154.92,0.69,51,0,139.89
160.33,179.88,0.29,171,0,154.5
309.87,309.17,0.13,41,0,290.54
77.26,65.38,0.04,94,0,70.39
310.81,319.33,0.47,15,0,323.33
428.43,414.23,0.88,79,1,483.8
451.11,467.71,0.62,105,0,451.36
90.77,77.04,0.42,6,0,94.47
440.5,429.21,0.38,2,0,448.43
258.48,271.36,0.29,39,0,249.04
78.66,66.66,0.18,163,0,70.66
112.74,131.26,0.4,101,0,115.49
81.75,75.67,0.3,0,1,83.99
69.69,50.05,0.06,126,0,60.09
449.24,454.2,0.63,126,0,448.32
466.7,483.94,0.14,94,0,443.55
222.22,203.07,0.22,101,1,214.34
98.01,80.19,0.61,110,0,95.46
286.44,304.7,0.6,188,0,281.99
474.33,470.28,0.36,173,0,455.06
294.92,280.25,0.28,37,0,272.44
111.36,129.97,0.54,4,0,116.59
75.89,60.88,0.74,187,0,75.22
416.04,432.24,0.37,160,0,410.53
312.14,328.93,0.42,119,0,315.57
224.2,236.85,0.42,29,0,228.14
147.71,157.02,0.44,62,0,152.83
377.11,394.56,0.34,164,0,369.53
488.16,484.13,0.32,94,0,488.14
169.15,167.77,0.55,102,0,169.18
210.9,218.51,0.57,62,0,210.84
466.54,458.18,0.11,131,0,428.27
362.14,358.41,0.33,181,0,346.62
188.87,171.72,0.66,144,0,179.3
379.14,370.05,0.47,92,0,380.12
386.63,394.77,0.7,170,0,372.03
434.54,439.28,0.69,48,1,461.81
75.28,87.73,0.36,134,0,82.24
131.21,139.03,0.59,179,0,126.72
197.31,192.69,0.53,119,0,195.91
366.12,377.0,0.44,189,0,358.78
183.61,167.48,0.56,80,0,181.42
306.77,316.96,0.64,186,1,319.98
435.24,415.68,0.41,66,0,429.31
107.68,124.87,0.65,79,1,120.82
52.72,48.84,0.52,42,0,55.28
468.7,467.68,0.45,180,0,452.6
230.2,240.94,0.43,105,0,233.67
423.21,431.37,0.67,116,0,428.77
81.05,64.84,0.34,28,0,80.7
433.37,432.84,0.43,33,0,437.56
226.46,225.43,0.17,91,0,212.64
315.14,308.68,0.38,51,0,311.17
356.7,364.85,0.91,128,0,382.2
376.08,375.75,0.75,178,1,405.07
163.09,147.95,0.34,178,0,157.09
204.8,200.89,0.57,125,0,201.72
353.09,366.88,0.46,36,0,360.03
423.79,435.7,0.25,108,0,394.89
153.45,154.26,0.17,139,0,146.12
433.12,422.54,0.36,23,0,432.88
260.57,272.74,0.73,80,0,279.42
458.54,475.78,0.58,35,1,491.7
244.68,257.45,0.36,128,0,243.85
213.72,207.23,0.57,23,0,214.35
226.45,219.68,0.56,56,0,225.81
110.35,111.96,0.56,99,0,107.63
241.19,251.37,0.55,82,0,241.57
381.4,384.0,0.82,58,1,428.45
493.51,507.19,0.82,64,0,532.55
316.24,318.85,0.4,123,0,316.76
249.42,249.35,0.79,56,0,267.96
70.85,79.96,0.04,112,0,63.89
499.82,481.16,0.33,129,0,494.83
230.93,220.56,0.45,179,0,217.43
92.12,89.18,0.44,164,0,92.56
116.53,130.54,0.19,21,0,116.34
323.53,336.13,0.99,104,1,365.81
198.93,207.29,0.61,114,0,203.01
102.36,115.51,0.53,188,0,107.06
97.04,106.22,0.17,4,0,94.44
117.47,121.65,0.47,33,0,116.3
150.1,136.45,0.5,135,0,143.91
171.85,165.8,0.23,185,0,149.87
339.68,356.58,0.33,98,0,349.16
126.73,121.53,0.37,114,0,121.8
70.99,60.18,0.32,13,0,69.05
84.49,88.34,0.58,54,0,82.65
376.67,377.72,0.66,44,0,376.09
276.02,289.48,0.51,168,0,275.05
365.54,371.17,0.33,172,0,357.83
221.42,229.43,0.34,12,0,226.85
344.92,349.03,0.41,115,0,343.61
203.25,211.58,0.73,150,0,219.67
388.89,400.49,0.53,22,0,396.6
180.46,173.75,0.73,17,0,202.15
224.65,225.24,0.63,82,0,225.25
370.83,376.97,0.47,74,1,395.78
59.76,67.23,0.23,136,0,59.06
442.72,440.97,0.61,55,0,440.29
296.12,281.29,0.62,151,0,278.8
491.53,478.71,0.45,41,0,487.26
270.34,280.55,0.62,2,0,286.51
183.33,191.11,0.63,102,0,184.32
372.15,361.03,0.34,143,1,388.25
471.64,470.02,0.28,83,0,440.4
67.63,68.87,0.55,13,0,70.38
371.23,353.36,0.59,13,0,382.19
92.55,88.71,0.8,106,0,100.78
124.79,109.13,0.42,110,0,121.73
473.88,491.96,0.4,71,0,481.83
373.42,355.44,0.5,83,1,385.03
169.69,183.02,0.8,28,0,190.06
312.21,296.31,0.61,106,0,309.85
449.1,438.01,0.57,38,0,447.39
185.1,182.42,0.87,101,1,205.61
53.57,41.17,0.33,15,0,47.17
401.93,397.16,0.53,19,0,418.82
432.0,427.98,0.32,4,0,448.8
245.23,242.56,0.51,149,0,240.45
85.07,66.09,0.24,197,0,73.24
138.52,118.55,0.64,4,0,141.17
457.73,458.89,0.46,46,0,462.45
282.97,281.88,0.64,157,1,288.97
150.59,140.18,0.35,168,0,141.18
134.2,138.6,0.47,135,0,140.23
312.79,311.43,0.23,60,0,287.43
105.79,115.1,0.63,2,0,113.88
56.23,54.92,0.46,34,0,57.17
304.71,297.78,0.67,156,0,292.39
207.09,196.78,0.76,77,0,218.56
401.27,409.27,0.57,52,0,399.59
125.41,120.09,0.17,74,1,120.27
480.87,471.99,0.49,2,1,521.81
240.33,244.27,0.75,180,1,262.41
318.42,330.0,0.43,121,0,323.4
90.97,94.06,0.31,109,0,91.8
134.2,132.92,0.62,181,1,135.54
443.34,461.64,0.59,125,0,449.78
393.03,397.38,0.27,131,0,369.89
61.99,68.26,0.45,37,0,63.05
300.88,285.92,0.17,196,1,275.91
107.06,91.83,0.64,164,1,103.41
302.72,303.23,0.56,170,0,294.63
70.89,84.41,0.64,19,0,73.16
266.31,258.25,0.86,189,1,289.52
259.3,251.12,0.32,4,0,268.57
316.62,306.2,0.61,198,0,305.45
112.6,116.54,0.68,140,0,117.04
71.99,75.87,0.74,139,0,76.21
124.0,121.03,0.83,131,0,133.13
349.42,338.99,0.66,122,0,351.26
351.85,369.92,0.97,81,0,377.68
86.59,97.72,0.26,172,0,80.61
357.76,347.34,0.37,150,0,353.01
226.83,241.34,0.54,36,1,244.06
403.46,396.49,0.71,168,1,440.29
419.14,406.75,0.31,196,0,399.12
282.51,294.6,0.29,111,0,265.09
366.62,360.07,0.6,35,1,381.86
162.37,147.75,0.8,199,0,159.66
330.4,313.48,0.22,67,0,304.86
416.96,398.2,0.56,74,0,416.04
304.54,289.78,0.16,161,0,270.0
203.17,203.85,0.31,48,0,200.46
316.2,324.2,0.76,179,0,328.79
367.67,371.76,0.69,55,0,364.39
343.04,327.07,0.58,52,0,333.4
84.84,88.1,0.7,156,0,80.21
194.1,199.02,0.6,11,0,206.02
61.83,78.27,0.52,37,0,65.15
390.57,373.22,0.35,52,0,383.45
269.08,273.37,0.41,12,0,278.79
230.33,221.88,0.64,168,0,217.67
200.29,181.38,0.53,93,0,194.45
469.07,475.87,0.39,61,0,470.99
249.21,237.85,0.28,90,1,238.8
146.04,147.49,0.74,172,0,149.23
66.08,57.26,0.68,114,0,67.26
431.54,421.6,0.61,116,0,427.62
258.53,267.06,0.62,113,0,259.12
209.13,213.68,0.86,53,1,237.45
270.97,277.76,0.48,114,0,274.15
109.38,99.53,0.52,179,0,100.17
474.82,487.77,0.65,112,0,474.44
117.03,135.25,0.79,31,1,135.09
76.13,93.13,0.65,19,0,84.5
277.99,284.0,0.57,9,0,284.7
192.87,210.45,0.82,52,0,215.24
459.13,475.29,0.43,50,0,462.98
271.2,259.8,0.74,171,0,277.36
471.08,477.54,0.58,13,0,485.53
162.19,156.0,0.78,93,0,171.36
219.51,221.74,0.48,77,0,221.85
119.59,101.8,0.29,6,1,116.54
332.12,314.91,0.55,93,0,322.74
169.47,176.78,0.29,13,0,164.08
349.24,341.46,0.66,74,0,342.3
283.77,270.41,0.38,159,0,269.86
141.55,157.7,0.66,108,0,142.25
381.18,361.42,0.72,77,0,397.52
401.21,384.16,0.15,98,0,372.0
184.59,180.08,0.56,39,0,180.41
149.0,153.15,0.26,42,0,138.89
76.34,84.54,0.43,2,0,78.8
186.51,201.48,0.25,45,0,173.17
258.89,270.54,0.51,92,0,265.75
265.74,285.31,0.27,136,0,248.45
56.06,49.04,0.47,179,1,58.62
61.56,68.39,0.35,159,0,63.2
447.26,432.46,0.54,79,0,437.82
454.7,437.97,0.45,102,0,452.45
352.22,364.36,0.28,165,0,324.19
131.21,112.82,0.15,45,0,118.99
320.7,315.27,0.7,143,0,344.3
190.58,171.61,0.63,140,0,184.52
287.81,280.62,0.29,141,1,282.84
257.9,276.06,0.5,123,0,267.81
87.23,91.14,0.57,160,0,80.52
116.34,108.59,0.35,186,0,112.0
364.98,379.16,0.49,46,0,367.45
469.15,469.17,0.38,35,1,499.53
454.24,467.04,0.82,13,1,534.5
346.56,341.92,0.21,81,0,319.03
407.01,406.55,0.47,122,1,428.05
364.49,356.11,0.77,96,0,392.03
336.11,339.99,0.5,47,1,353.41
114.79,123.77,0.5,181,0,110.73
214.72,207.13,0.38,107,0,215.5
471.55,454.26,0.31,119,0,468.44
380.48,367.07,0.33,119,0,378.94
376.29,379.61,0.57,54,0,373.88
480.88,489.98,0.7,124,1,511.73
376.54,367.85,0.28,5,0,363.41
381.35,374.93,0.55,2,1,413.97
424.24,430.5,0.18,160,0,384.94
329.56,327.2,0.51,159,0,313.34
177.87,165.3,0.7,193,0,172.3
198.23,194.39,0.53,19,0,207.67
340.64,326.06,0.72,7,0,373.95
69.18,73.57,0.42,0,0,68.2
401.38,402.22,0.57,36,1,425.05
102.05,94.57,0.48,16,0,104.99
335.52,346.3,0.45,81,0,340.53
76.56,69.96,0.39,120,0,77.63
185.65,205.56,0.61,71,0,192.63
233.99,250.09,0.79,65,1,274.49
466.88,484.67,0.81,51,0,507.79
276.9,277.41,0.68,64,0,272.83
267.75,279.41,0.65,114,0,272.77
322.56,308.69,0.7,100,1,365.63
142.54,145.62,0.24,181,0,132.14
147.89,128.36,0.43,103,0,144.97
295.73,298.96,0.53,116,0,300.5
155.98,146.54,0.78,26,0,164.64
221.57,214.78,0.43,10,0,226.66
320.71,338.37,0.44,36,0,324.75
109.99,107.87,0.81,58,1,119.32
250.28,240.87,0.64,157,0,239.57
205.65,211.22,0.64,136,0,211.86
316.86,321.91,0.18,19,0,301.45
124.68,107.05,0.35,19,0,128.11
207.72,202.91,0.84,156,0,208.43
417.71,406.35,0.3,114,0,385.65
301.23,309.63,1.0,61,0,325.4
213.74,195.02,0.79,131,0,224.99
66.37,55.31,0.43,125,0,58.09
119.4,137.43,0.4,111,1,129.0
289.64,270.52,0.65,47,0,281.1
489.32,482.06,0.42,63,0,484.09
469.96,462.59,0.51,35,1,496.47
462.91,477.48,0.7,187,0,446.82
428.72,447.15,0.22,189,0,390.93
189.57,188.81,0.48,138,0,191.3
174.37,177.17,0.84,66,0,187.57
453.83,465.5,0.39,82,0,456.04
272.29,278.15,0.69,79,0,271.92
306.3,299.04,0.83,142,0,325.78
90.99,94.29,0.37,30,0,90.19
247.62,238.62,0.47,75,0,243.67
390.6,382.41,0.61,180,0,369.58
424.82,425.33,0.49,46,0,420.55
76.93,71.76,0.49,152,0,77.56
356.58,348.77,0.36,82,0,355.66
73.34,64.25,0.13,184,0,63.93
364.65,357.08,0.28,183,0,322.04
236.48,231.38,0.76,26,0,249.4
205.54,217.01,0.66,0,0,214.09
160.29,153.26,0.28,108,0,149.44
182.68,188.78,0.34,47,0,183.98
487.65,500.41,0.31,108,0,489.31
422.96,439.01,0.44,182,0,413.08
479.68,492.37,0.56,109,0,487.01
62.37,46.48,0.51,179,1,57.81
391.36,386.86,0.3,28,0,358.78
210.55,212.35,0.25,77,0,199.16
353.77,346.83,0.28,149,0,329.79
289.37,299.7,0.39,174,0,278.79
423.85,438.35,0.48,22,0,425.19
238.95,227.85,0.06,42,0,216.12
396.74,404.56,0.23,11,0,388.51
206.78,206.95,0.55,180,1,210.64
223.02,209.47,0.5,81,1,232.02
356.9,364.85,0.03,92,0,339.21
171.44,181.94,0.22,95,0,166.58
139.14,123.07,0.68,156,0,130.29
466.7,478.02,0.61,25,0,466.89
156.47,152.26,0.27,153,0,137.01
118.92,131.35,0.27,7,1,127.57
237.41,246.62,0.46,68,0,236.83
120.67,111.48,0.48,162,1,116.0
461.86,478.88,0.6,2,0,480.56
256.79,273.06,0.56,2,0,270.89
101.85,120.45,0.02,60,1,103.98
367.63,353.56,0.53,193,0,347.05
369.45,377.92,0.43,88,0,376.65
449.89,461.67,0.94,139,0,481.12
124.5,137.31,0.59,165,0,120.12
446.08,431.88,0.75,140,1,496.61
283.49,278.21,0.25,171,0,254.49
471.85,483.3,0.51,38,1,498.51
138.19,134.54,0.41,42,0,132.69
202.98,194.51,0.29,25,0,189.41
497.02,516.21,0.27,149,0,471.94
118.67,106.35,0.8,43,1,126.61
86.73,103.14,0.81,17,0,101.76
351.13,360.97,0.58,181,0,342.61
407.15,417.67,0.67,199,1,421.61
289.37,279.31,0.65,34,0,286.56
435.83,427.99,0.51,72,0,434.49
367.52,363.31,0.48,177,1,374.56
465.02,467.66,0.09,101,0,434.07
172.19,169.19,0.47,183,0,167.46
450.73,470.32,0.78,32,0,487.24
344.49,362.58,0.51,91,0,347.41
327.37,335.89,0.44,9,0,339.52
478.42,483.52,0.65,141,1,508.45
189.57,185.74,0.23,166,0,170.1
363.65,378.04,0.62,199,0,358.82
147.19,159.6,0.56,153,0,142.48
116.68,104.17,0.4,96,0,117.4
193.98,181.31,0.79,125,1,214.8
326.23,313.68,0.27,59,0,298.92
494.03,495.01,0.68,43,0,492.57
208.83,225.34,0.37,15,0,225.07
469.09,478.94,0.62,157,0,455.44
474.97,455.9,0.42,159,0,457.3
289.89,309.64,0.8,52,0,318.39
157.8,156.79,0.01,183,0,141.38
52.43,41.48,0.62,48,0,47.38
105.19,107.02,0.35,159,1,103.08
94.39,95.23,0.81,42,1,107.18
187.27,187.72,0.62,39,0,190.99
197.77,206.25,0.68,184,0,194.92
144.68,156.09,0.88,48,0,162.42
110.63,107.15,0.48,71,0,104.81
450.72,453.7,0.68,186,1,459.74
264.14,268.98,0.5,108,0,262.92
63.69,77.6,0.47,129,0,72.0
445.76,431.78,0.52,49,0,443.22
241.77,255.57,0.64,117,0,244.37
277.63,265.07,0.43,116,0,272.22
203.94,203.03,0.53,168,0,193.35
326.12,315.57,0.49,143,0,318.35
97.65,116.71,0.42,130,0,98.64
483.34,475.66,0.15,100,0,449.79
436.84,446.21,0.42,91,0,436.03
274.74,286.85,0.31,20,0,273.66
124.03,139.84,0.31,188,0,122.63
114.07,132.04,0.69,140,1,124.13
80.96,100.64,0.59,194,1,84.62
141.96,138.28,0.61,58,0,142.17
201.4,213.86,0.76,166,0,211.67
183.04,184.64,0.86,51,0,196.5
54.92,66.5,0.84,76,0,58.37
171.73,170.01,0.67,29,1,183.86
491.95,507.52,0.7,57,0,496.81
113.34,110.54,0.37,69,0,116.69
262.22,242.64,0.53,3,0,262.11
178.57,166.96,0.09,126,0,165.79
259.77,263.75,0.93,197,0,267.82
439.37,422.33,0.2,37,0,407.77
93.92,106.94,0.27,90,0,87.93
495.16,493.27,0.44,100,1,520.11
309.64,294.26,0.42,22,0,300.73
450.37,438.32,0.35,84,0,451.47
92.06,95.48,0.75,46,0,101.34
137.82,143.41,0.55,169,0,133.18
98.63,80.2,0.34,193,0,89.57
91.2,109.5,0.36,139,1,106.67
450.09,451.22,0.56,175,1,459.01
337.37,342.53,0.69,72,0,342.22
199.66,189.01,0.78,124,0,214.2
180.52,176.66,0.6,108,0,180.25
220.42,230.41,0.73,35,0,239.99
381.93,391.19,0.36,106,1,407.33
475.9,460.06,0.65,143,1,496.98
351.02,355.66,0.71,171,0,363.53
362.66,354.86,0.1,76,0,332.58
73.87,71.68,0.66,151,1,69.72
197.11,214.85,0.62,13,0,208.43
233.78,244.7,0.14,6,0,229.43
479.45,468.67,0.52,67,0,476.29
264.94,247.42,0.14,162,0,231.12
208.91,201.26,0.42,170,0,195.62
172.08,170.27,0.54,53,0,173.43
142.59,136.16,0.58,30,0,145.53
311.19,310.68,0.38,25,0,308.98
186.13,183.11,0.47,89,1,191.07
155.56,167.9,0.43,124,0,157.17
311.04,324.08,0.16,163,0,283.06
340.05,350.11,0.67,149,0,339.72
165.62,162.66,0.15,25,0,156.64
369.37,360.23,0.26,150,1,356.62
364.24,353.77,0.5,194,0,351.68
464.68,464.34,0.35,150,0,463.92
317.05,323.9,0.78,63,0,336.6
322.92,316.16,0.14,79,0,298.2
247.84,228.08,0.19,13,0,230.86
128.51,111.22,0.58,32,0,120.08
259.19,265.11,0.43,131,0,256.62
484.37,470.44,0.7,135,0,479.86
306.03,304.14,0.35,25,0,307.07
100.53,96.22,0.33,51,0,98.76
354.33,365.36,0.65,24,0,361.81
151.6,136.4,0.4,37,0,146.05
168.95,171.81,0.41,173,0,160.56
173.32,162.88,0.13,126,0,160.83
369.57,357.79,0.5,134,1,390.81
359.77,346.44,0.76,120,0,377.04
73.29,69.26,0.43,164,0,69.35
215.57,206.43,0.47,65,0,214.2
210.63,192.72,0.57,164,1,212.32
297.78,284.86,0.55,124,1,306.12
370.37,352.89,0.28,156,0,329.75
136.91,143.0,0.57,136,0,139.9
102.78,98.24,0.51,48,0,99.54
247.59,238.46,0.45,123,0,243.58
68.27,57.57,0.5,172,1,67.05
259.85,265.73,0.93,21,1,297.83
198.49,211.72,0.4,158,0,191.29
364.82,379.43,0.61,194,0,353.53
92.0,86.07,0.72,55,0,95.9
258.09,259.81,0.21,123,0,237.14
426.65,423.34,0.77,198,1,463.91
454.81,470.28,0.81,155,0,473.11
222.25,206.52,0.44,128,0,219.1
161.12,174.27,0.72,60,0,173.24
84.63,88.07,0.59,97,0,81.25
219.05,209.47,0.4,2,0,228.02
403.56,392.34,0.47,19,1,442.69
290.35,291.4,0.29,15,0,277.58
232.45,251.19,0.12,112,0,223.32
75.78,56.68,0.77,167,0,74.09
412.95,396.93,0.29,27,0,378.19
237.01,242.75,0.31,39,0,236.32
353.97,348.63,0.59,30,0,348.63
219.91,221.55,0.53,146,0,224.24
442.3,423.63,0.36,185,1,440.31
142.53,144.31,0.58,6,0,152.57
213.72,225.11,0.42,126,0,218.81
104.91,113.13,0.16,173,0,99.74
170.07,184.04,0.39,31,0,176.83
401.02,381.59,0.43,10,0,410.11
57.71,60.02,0.41,30,0,58.82
167.61,154.1,0.53,33,0,162.5
123.31,107.99,0.49,61,0,119.0
281.88,292.44,0.38,104,0,284.88
254.1,265.94,0.45,5,1,285.49
237.06,252.05,0.62,130,1,250.82
175.67,160.04,0.14,112,0,161.07
375.99,387.71,0.37,20,1,401.76
275.65,270.6,0.24,80,0,252.34
371.81,359.49,0.3,117,0,343.79
340.27,329.14,0.89,139,0,356.83
177.22,180.88,0.79,192,0,187.95
227.97,230.54,0.19,1,0,224.7
85.95,84.37,0.74,60,1,99.25
175.97,181.56,0.42,125,0,179.83
146.11,152.45,0.46,6,0,153.77
465.79,449.85,0.57,31,0,461.64
395.14,380.22,0.39,5,0,399.85
176.88,182.44,0.83,53,1,203.59
262.12,278.75,0.22,141,0,247.11
204.65,200.58,0.39,180,0,200.2
157.85,140.97,0.48,123,0,153.27
398.2,394.03,0.37,177,0,381.56
298.92,296.33,0.3,45,1,317.45
125.63,141.11,0.68,131,0,129.26
372.82,387.88,0.59,75,0,373.03
373.04,358.95,0.6,178,1,376.0
194.6,196.51,0.81,164,0,196.34
296.95,292.99,0.65,104,1,314.13
126.92,114.19,0.72,43,0,135.47
222.81,221.27,0.63,73,0,217.97
326.21,324.13,0.7,63,0,326.3
241.26,230.88,0.94,172,1,255.4
118.68,115.46,0.59,19,0,122.06
122.8,107.15,0.84,147,0,123.56
130.25,133.66,0.71,110,1,143.74
351.95,341.3,0.53,30,0,351.69
217.28,228.88,0.72,72,0,237.21
301.56,306.12,0.46,3,0,318.28
190.56,208.81,0.59,111,0,192.38
284.14,266.92,0.39,199,0,273.09
260.42,243.14,0.63,91,0,250.43
155.63,159.14,0.61,186,0,147.45
365.79,372.48,0.65,130,0,363.61
202.78,190.3,0.38,197,0,194.25
450.29,437.32,0.65,50,1,467.35
252.13,257.53,0.11,36,1,246.08
83.34,80.41,0.5,152,0,79.06
382.87,386.52,0.36,88,0,383.65
344.1,345.68,0.69,183,0,332.85
401.03,407.18,0.94,121,0,432.31
53.79,57.66,0.72,45,0,56.68
161.02,158.95,0.12,71,0,145.63
247.35,235.27,0.44,104,0,243.42
340.25,328.67,0.01,105,0,307.98
326.06,320.3,0.47,0,0,335.94
88.18,72.49,0.3,72,0,75.12
454.61,440.98,0.42,150,0,449.99
193.08,211.89,0.1,136,0,189.7
279.36,266.79,0.8,159,0,286.28
296.29,290.17,0.49,62,0,297.04
241.45,224.39,0.75,188,0,242.51
417.23,417.62,0.2,62,0,384.38
364.61,378.33,0.47,92,0,365.9
146.35,129.76,0.61,33,0,141.9
260.6,245.38,0.44,48,0,257.44
443.65,450.07,0.74,147,1,501.0
482.31,474.92,0.14,80,0,450.11
234.34,231.09,0.28,141,0,215.78
221.29,215.58,0.49,59,0,216.04
262.33,257.16,0.37,154,0,247.5
403.75,396.7,0.27,29,1,397.49
250.48,240.33,0.78,158,0,251.08
322.1,309.67,0.28,167,0,281.15
282.93,294.76,0.52,102,0,287.81
232.19,230.78,0.38,60,1,241.89
182.31,190.58,0.71,85,0,196.03
441.56,457.59,0.37,2,0,456.83
76.86,74.16,0.45,137,0,73.02
211.09,220.8,0.19,99,0,197.22
75.27,74.27,0.41,81,0,78.52
349.89,361.53,0.5,105,0,348.64
249.4,252.89,0.0,125,0,235.12
69.22,59.55,0.41,126,0,62.82
384.82,388.58,0.41,7,0,401.23
102.67,112.43,0.6,112,1,106.7
67.6,85.57,0.32,146,0,74.46
484.84,498.57,0.21,177,1,467.35
173.36,178.89,0.53,168,0,168.89
404.53,404.33,0.45,111,0,404.78
319.18,327.59,0.49,122,0,322.87
170.13,160.81,0.58,108,1,171.99
226.04,237.32,0.26,64,1,228.59
368.6,356.96,0.35,17,0,374.24
220.36,210.81,0.4,120,0,217.94
197.01,211.56,0.57,148,0,201.45
341.91,344.5,0.45,185,1,351.22
329.96,311.23,0.23,141,0,303.84
101.02,120.64,0.25,122,0,101.52
493.8,479.94,0.11,114,0,457.13
211.63,199.26,0.16,59,0,197.51
491.11,504.71,0.44,132,0,496.81
320.38,326.28,0.73,133,0,341.65
330.04,333.24,0.53,134,1,349.26
244.89,242.89,0.4,199,0,231.39
69.85,66.94,0.55,17,0,72.71
69.05,64.51,0.42,11,1,76.18
484.79,468.08,0.57,36,0,481.93
292.19,309.51,0.83,16,0,330.64
362.85,356.53,0.71,55,0,385.46
281.02,263.62,0.37,17,0,282.42
212.63,228.86,0.5,143,0,217.03
51.32,45.29,0.51,90,1,54.5
167.38,163.18,0.58,147,0,167.71
458.57,447.95,0.71,110,0,483.95
360.0,345.69,0.18,31,0,335.27
146.68,164.08,0.33,98,0,152.07
330.72,320.31,0.5,102,0,326.82
348.85,359.58,0.45,38,0,354.89
262.47,243.5,0.48,43,0,254.37
355.25,359.32,0.51,47,1,378.4
154.12,149.73,0.3,87,0,140.4
117.83,123.17,0.78,161,0,123.27
361.1,353.79,0.39,116,1,380.69
168.94,151.32,0.92,175,0,168.85
118.22,136.17,0.5,181,1,128.04
310.82,303.61,0.17,21,0,284.77
202.67,203.29,0.59,53,0,202.51
117.62,114.39,0.41,178,0,116.02
495.69,500.94,0.81,90,0,534.86
271.48,270.32,0.59,92,1,282.11
189.62,196.56,0.71,37,1,219.79
349.71,343.69,0.5,118,0,348.22
485.27,484.72,0.61,93,1,509.8
419.35,414.46,0.63,41,0,416.4
146.58,148.36,0.56,134,0,142.27
233.19,233.5,0.43,198,1,240.22
371.16,384.26,0.56,27,0,379.66
455.67,440.27,0.37,146,0,446.19
472.02,469.83,0.56,77,0,472.98
480.5,484.05,0.5,70,0,480.03
214.24,233.41,0.34,188,0,213.7
465.96,468.98,0.44,176,0,453.75
203.7,217.68,0.38,57,0,210.52
390.08,388.87,0.58,185,0,377.19
338.88,348.85,0.81,184,0,351.01
198.67,189.46,1.0,42,0,208.59
139.99,154.86,0.54,179,0,138.39
239.46,251.46,0.64,119,0,238.62
405.04,418.23,0.84,140,1,460.12
119.37,110.87,0.26,147,0,106.71
75.35,63.74,0.8,143,0,74.72
270.64,288.49,0.38,43,0,271.06
144.17,160.13,0.6,111,0,152.19
419.79,411.16,0.4,89,0,421.87
464.24,458.62,0.65,170,0,443.29
278.19,291.92,0.39,151,0,270.09
303.29,306.62,0.35,74,1,321.38
373.47,390.03,0.53,57,0,380.66
167.23,170.53,0.4,64,0,171.12
97.74,86.04,0.66,181,1,95.83
455.55,455.94,0.59,78,1,483.26
354.87,363.91,0.37,21,0,353.95
320.53,321.26,0.48,62,0,315.94
156.11,168.25,0.48,187,0,149.77
297.43,317.2,0.25,121,0,282.41
476.3,477.18,0.24,135,0,444.97
417.32,424.75,0.71,84,0,445.5
418.04,406.59,0.57,26,0,417.89
51.37,57.15,0.75,108,0,54.34
73.14,90.76,0.75,39,0,86.94
308.63,326.93,0.25,93,0,289.37
99.35,82.34,0.45,71,0,96.59
316.35,319.49,0.63,87,0,319.53
151.6,151.48,0.87,127,0,160.38
329.27,342.91,0.44,159,0,322.56
171.55,189.57,0.84,178,0,186.38
146.41,153.14,0.68,118,0,148.91
428.07,444.21,0.67,162,1,436.75
477.43,464.72,0.22,177,0,420.9
159.36,177.64,0.42,192,0,158.04
157.07,172.12,0.27,92,0,146.46
351.11,364.0,0.69,45,0,353.14
472.58,463.09,0.17,162,1,448.49
102.98,90.32,0.22,170,0,88.3
278.49,269.17,0.46,185,0,269.83
201.22,187.8,0.39,198,0,186.33
151.62,142.09,0.46,33,0,145.03
194.42,190.46,0.4,45,0,198.08
425.91,406.52,0.22,85,0,386.11
428.83,418.8,0.64,154,0,415.59
403.58,414.55,0.54,158,0,389.36
449.1,448.56,0.49,54,1,474.53
259.44,270.92,0.54,34,0,258.65
273.22,266.61,0.44,51,0,274.0
166.7,179.79,0.25,166,0,154.75
249.8,251.74,0.44,117,0,251.18
341.8,335.55,0.4,189,0,328.24
195.64,207.26,0.57,33,0,200.69
55.59,59.76,0.38,177,0,59.41
466.58,473.0,0.6,85,0,468.05
401.69,383.03,0.63,101,0,399.56
421.96,438.25,0.72,60,0,454.95
376.75,393.59,0.3,61,0,358.53
380.96,388.54,0.84,149,0,411.86
132.74,133.15,0.76,162,0,138.34
72.71,64.33,0.5,144,1,77.49
244.04,255.41,0.35,17,0,254.85
104.95,112.16,0.47,186,0,100.67
224.54,238.81,0.36,52,0,233.78
383.83,388.41,0.6,30,0,387.98
121.22,106.15,0.2,76,0,109.22
349.97,336.85,0.38,99,0,349.29
233.14,240.61,0.38,128,1,250.62
